index;u;v;key;osmid;oneway;ref;name;highway;maxspeed;reversed;length;lanes;bridge;tunnel;fid;geometry;points
3561;5844037486;460426261;0;373042365;0;;;tertiary;;True;192.394;;;;3561;LINESTRING (140.8914567 38.2607057, 140.8906491 38.2609297, 140.8903718 38.2610078, 140.8895247 38.2612457, 140.8893793 38.2612826);5
3567;5859002457;9322204665;0;1010353647;1;;東八番丁;tertiary;;False;5.366;;;;3567;LINESTRING (140.8855791 38.2562382, 140.8855693 38.2562114, 140.8855587 38.2561928);3
3570;5859002459;5859002457;0;1010353643;1;;新寺通;tertiary;;False;8.452;2;;;3570;LINESTRING (140.8854924 38.2562044, 140.8855791 38.2562382);2
3575;5859002477;4438760396;0;1010353636;1;;東八番丁;unclassified;;False;30.676;;;;3575;LINESTRING (140.8854547 38.2558189, 140.8854537 38.255813, 140.8854087 38.2555454);3
3608;7235845294;7235868282;0;355761056;0;;国分町通;residential;;True;59.231;;;;3608;LINESTRING (140.8712522 38.2587096, 140.8714221 38.2581939);2
3609;7235845294;2534629038;0;775629352;0;;;residential;;True;113.502;;;;3609;LINESTRING (140.8712522 38.2587096, 140.8725178 38.2589427);2
3611;7235868282;7235845294;0;355761056;0;;国分町通;residential;;False;59.231;;;;3611;LINESTRING (140.8714221 38.2581939, 140.8712522 38.2587096);2
3613;7235868282;370487222;0;355761056;0;;国分町通;residential;;True;66.844;;;;3613;LINESTRING (140.8714221 38.2581939, 140.8715771 38.257723, 140.8716152 38.2576122);3
3732;7851969486;1257506968;0;104161237;0;;;tertiary;;True;40.575;;;;3732;LINESTRING (140.8832438 38.2632671, 140.883213 38.262903);2
3743;7851969497;5859002459;0;841579211;1;;新寺通;tertiary;;False;11.432;2;;;3743;LINESTRING (140.8853826 38.2561484, 140.8854596 38.2561879, 140.8854924 38.2562044);3
3883;9322204665;9322204666;0;1010353639;1;;東八番丁;tertiary;;False;15.74;;;;3883;LINESTRING (140.8855587 38.2561928, 140.885527 38.2561449, 140.8854656 38.2560718);3
3885;9322204666;5859002477;0;104161249;1;;東八番丁;unclassified;;False;28.7;;;;3885;LINESTRING (140.8854656 38.2560718, 140.8854891 38.256024, 140.8854547 38.2558189);3
